#Transcript position	Transcript coverage profile
0.0	0.1660303834448723
1.0	0.04567738588733973
2.0	0.03427511477702653
3.0	0.04415639329656266
4.0	0.06223820690105857
5.0	0.04713911715791331
6.0	0.048976435693139475
7.0	0.038627768850494466
8.0	0.014943585237702488
9.0	0.035608291161457306
10.0	0.046459848210590286
11.0	0.03888639925861597
12.0	0.034487797922573914
13.0	0.033520314896951946
14.0	0.02556634001054778
15.0	0.02065104037251676
16.0	0.013145422750327287
17.0	0.014728330460565502
18.0	0.008480597548154322
19.0	0.01867586620822654
20.0	0.04449792840421396
21.0	0.03195132963624125
22.0	0.01049562952767177
23.0	0.023662691705762517
24.0	0.007336282306291209
25.0	0.013198494219017545
26.0	0.011627021206483703
27.0	0.012676523285355248
28.0	0.017641136977291992
29.0	0.04365727841208922
30.0	0.022453083847272265
31.0	0.013990431948930133
32.0	0.026543041152763833
33.0	0.02691606739259544
34.0	0.014612810370051783
35.0	0.021014975087609626
36.0	0.01891133177280117
37.0	0.01286883212212161
38.0	0.03551618643585254
39.0	0.03364783023006724
40.0	0.033445681729924924
41.0	0.00414317395681307
42.0	0.0110193582214086
43.0	0.01264489634521893
44.0	0.03167947665425883
45.0	0.02022719348236426
46.0	0.019224267127174507
47.0	0.010407748684248985
48.0	0.034377293167448295
49.0	0.012652820903059227
50.0	0.011787552267272804
51.0	0.014181497504021671
52.0	0.013185849288524754
53.0	0.008800483914330687
54.0	0.006853582554517134
55.0	0.0063747435718877555
56.0	0.010870743347863887
57.0	0.0
58.0	0.012717875979657444
59.0	0.018239320921496216
60.0	0.01698054088715343
61.0	0.013973611033291826
62.0	0.019251135089537245
63.0	0.013763080847602912
64.0	0.026097462854198252
65.0	0.016760130547218133
66.0	0.036757453614332046
67.0	0.03161352453071317
68.0	0.037182919884266794
69.0	0.03321312985694273
70.0	0.014222502622250114
71.0	0.018423087740110353
72.0	0.0016080402010050252
73.0	0.010289503126235715
74.0	0.022202420630438893
75.0	0.010421226176370785
76.0	0.02427533099544713
77.0	8.0E-4
78.0	0.002898720501891922
79.0	0.01237224462114015
80.0	0.01643504128954291
81.0	0.025705884335874143
82.0	0.011186762663431299
83.0	0.007079646017699115
84.0	0.0
85.0	0.009595880792635358
86.0	0.01295562011573539
87.0	0.014822128589163763
88.0	0.012113079807603191
89.0	0.0064132069937603495
90.0	0.015130679142795745
91.0	0.01929209099732807
92.0	0.027944811862348796
93.0	0.021666466663749714
94.0	0.02057260762469491
95.0	0.03957283246195963
96.0	0.02457513140894063
97.0	0.04098425479209608
98.0	0.056564055737810176
99.0	0.004532678073879892
